# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
19.65          	U              	(3.23003026e-01 9.89241414e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23003026e-01 9.89241414e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.7           	U              	(3.23180359e-01 9.84281412e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23180359e-01 9.84281412e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.75          	U              	(3.23356755e-01 9.79346211e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23356755e-01 9.79346211e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.8           	U              	(3.23532216e-01 9.74435691e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23532216e-01 9.74435691e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.85          	U              	(3.23706749e-01 9.69549732e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23706749e-01 9.69549732e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.9           	U              	(3.23880359e-01 9.64688218e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.23880359e-01 9.64688218e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.95          	U              	(3.24053051e-01 9.59851028e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.24053051e-01 9.59851028e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
20             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
20             	U              	(3.24224830e-01 9.55038045e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.24224830e-01 9.55038045e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
